file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/mohit/projects/cloudstack-main/server/src/test/java/com/cloud/vm/dao/UserVmCloneSettingDaoTestConfiguration.java,com.cloud.vm.dao.UserVmCloneSettingDaoTestConfiguration,class,6,7,1,6,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,0
/home/mohit/projects/cloudstack-main/server/src/test/java/com/cloud/network/security/SecurityGroupManagerTestConfiguration.java,com.cloud.network.security.SecurityGroupManagerTestConfiguration$Library,innerclass,5,5,0,5,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,14,9,0
/home/mohit/projects/cloudstack-main/framework/cluster/src/main/java/com/cloud/cluster/ClusterServiceServletContainer.java,com.cloud.cluster.ClusterServiceServletContainer$ListenerThread,innerclass,15,15,0,15,11,2,0,19,0,0.33333334,1.0,1.0,3,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,2,90,1,1,2,4,0,9,4,12,2,8,3,1,0,0,65,8,6
/home/mohit/projects/cloudstack-main/server/src/main/java/com/cloud/network/router/VirtualNetworkApplianceManager.java,com.cloud.network.router.VirtualNetworkApplianceManager,interface,9,13,4,9,8,1,0,1,28,1.0,0.0,0.0,8,0,2,0,0,6,8,0,0,0,40,39,5,0,0,35,39,0,0,50,0,0,0,0,0,100,4,40,5,40,0,0,0,0,261,1,0
/home/mohit/projects/cloudstack-main/framework/quota/src/main/java/org/apache/cloudstack/quota/vo/QuotaUsageVO.java,org.apache.cloudstack.quota.vo.QuotaUsageVO,class,7,22,15,7,30,1,0,1,85,0.7863637,0.31601733,1.0,22,0,22,0,0,0,22,0,0,0,10,1,0,10,0,0,1,0,0,97,10,0,8,0,0,20,3,35,1,10,0,0,0,0,42,1,0
/home/mohit/projects/cloudstack-main/plugins/network-elements/internal-loadbalancer/src/test/java/org/apache/cloudstack/internallbelement/InternalLbElementServiceTest.java,org.apache.cloudstack.internallbelement.InternalLbElementServiceTest,class,14,14,0,14,13,1,0,16,0,0.76363647,0.94545454,1.0,11,0,11,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,96,0,0,0,5,0,12,10,20,2,19,1,0,0,0,76,1,0
/home/mohit/projects/cloudstack-main/api/src/main/java/com/cloud/vm/VirtualMachine.java,com.cloud.vm.VirtualMachine$Event,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
/home/mohit/projects/cloudstack-main/engine/schema/src/main/java/com/cloud/certificate/CertificateVO.java,com.cloud.certificate.CertificateVO,class,6,8,2,6,6,1,0,0,11,0.72222227,0.13333334,0.13333334,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,22,3,0,0,0,0,4,1,3,0,3,0,0,0,0,16,1,0
/home/mohit/projects/cloudstack-main/plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtAttachIsoCommandWrapper.java,com.cloud.hypervisor.kvm.resource.wrapper.LibvirtAttachIsoCommandWrapper,class,7,7,0,7,2,2,0,7,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,1,0,0,0,2,0,2,1,0,0,0,23,17,0
/home/mohit/projects/cloudstack-main/engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade41120to41200.java,com.cloud.upgrade.dao.Upgrade41120to41200,class,4,6,2,4,10,1,0,8,21,0.85714287,0.0,0.0,7,0,6,1,0,0,6,0,0,0,1,1,0,0,0,1,1,0,2,39,5,0,2,1,0,9,0,6,2,6,1,0,0,0,58,1,1
/home/mohit/projects/cloudstack-main/services/console-proxy/server/src/main/java/com/cloud/consoleproxy/rdp/RdpBufferedImageCanvas.java,com.cloud.consoleproxy.rdp.RdpBufferedImageCanvas,class,8,10,2,8,9,2,0,13,6,0.73333335,0.2,0.2,5,0,5,0,0,0,5,0,0,0,3,2,0,3,0,0,3,0,4,55,4,1,1,2,0,2,7,16,6,14,2,0,0,0,53,1,2
/home/mohit/projects/cloudstack-main/plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtModifyTargetsCommandWrapper.java,com.cloud.hypervisor.kvm.resource.wrapper.LibvirtModifyTargetsCommandWrapper,class,12,13,1,12,5,2,0,13,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,30,1,1,0,0,0,2,0,9,2,9,3,0,0,0,42,17,0
/home/mohit/projects/cloudstack-main/services/console-proxy/rdpconsole/src/main/java/streamer/debug/MockServer.java,streamer.debug.MockServer$Packet,innerclass,1,1,0,1,2,1,0,0,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,4,0,4,0,0,0,0,0,0,12,0,0,0,0,0,1,0,3,0,4,0,0,1,0,19,9,0
/home/mohit/projects/cloudstack-main/plugins/hypervisors/vmware/src/test/java/com/cloud/hypervisor/vmware/VmwareDatacenterApiUnitTest.java,com.cloud.hypervisor.vmware.VmwareDatacenterApiUnitTest$TestConfiguration,innerclass,47,47,0,47,39,2,0,1,741,0.0,0.0,0.0,39,0,39,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,125,39,0,0,0,0,0,0,0,0,0,0,0,1,0,84,9,0
/home/mohit/projects/cloudstack-main/plugins/integrations/kubernetes-service/src/main/java/org/apache/cloudstack/api/command/admin/kubernetes/version/DeleteKubernetesSupportedVersionCmd.java,org.apache.cloudstack.api.command.admin.kubernetes.version.DeleteKubernetesSupportedVersionCmd,class,12,16,4,12,8,2,0,12,10,0.8666666,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,1,1,2,0,0,1,0,3,37,4,0,1,1,0,7,0,6,0,6,2,0,0,0,54,1,0
/home/mohit/projects/cloudstack-main/server/src/test/java/com/cloud/vpc/MockNetworkManagerImpl.java,com.cloud.vpc.MockNetworkManagerImpl,class,63,65,2,63,131,2,0,6,8128,0.9953125,0.0,0.0,128,0,128,0,0,0,128,0,0,0,5,2,0,2,0,3,1,0,0,382,110,1,1,0,0,2,3,3,1,6,3,0,0,0,265,1,1
/home/mohit/projects/cloudstack-main/plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtPostCertificateRenewalCommandWrapper.java,com.cloud.hypervisor.kvm.resource.wrapper.LibvirtPostCertificateRenewalCommandWrapper,class,9,10,1,9,2,2,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,15,2,0,1,0,0,4,1,3,0,3,1,0,0,0,27,17,1
/home/mohit/projects/cloudstack-main/plugins/network-elements/opendaylight/src/main/java/org/apache/cloudstack/network/opendaylight/dao/OpenDaylightControllerVO.java,org.apache.cloudstack.network.opendaylight.dao.OpenDaylightControllerVO,class,6,14,8,6,9,1,0,2,16,0.79365075,0.2777778,0.7777778,9,0,9,0,0,0,9,0,0,0,7,1,0,7,0,0,1,0,2,41,6,0,0,0,0,7,1,8,0,7,0,0,0,0,32,1,0
/home/mohit/projects/cloudstack-main/api/src/main/java/com/cloud/agent/api/to/VolumeTO.java,com.cloud.agent.api.to.VolumeTO,class,5,5,0,5,32,1,0,15,281,0.8519925,0.13333334,0.41935483,31,0,30,0,1,0,31,0,0,0,17,0,0,17,0,0,0,0,0,138,18,0,1,0,0,5,0,39,0,17,1,0,0,0,47,1,0
/home/mohit/projects/cloudstack-main/server/src/main/java/com/cloud/consoleproxy/ConsoleProxyBalanceAllocator.java,com.cloud.consoleproxy.ConsoleProxyBalanceAllocator$Anonymous1,anonymous,1,1,0,1,8,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,5,0,0,0,6,2,0,2,3,0,0,0,10,-1,0
/home/mohit/projects/cloudstack-main/engine/schema/src/main/java/com/cloud/network/dao/PhysicalNetworkTagVO.java,com.cloud.network.dao.PhysicalNetworkTagVO,class,6,7,1,6,5,1,0,0,6,0.6666667,0.2,0.3,5,0,3,0,2,0,5,0,0,0,3,0,0,3,0,0,0,0,0,20,3,0,0,0,0,4,0,2,0,3,0,0,0,0,29,1,0
/home/mohit/projects/cloudstack-main/plugins/hypervisors/vmware/src/main/java/com/cloud/hypervisor/vmware/resource/VmwareContextFactory.java,com.cloud.hypervisor.vmware.resource.VmwareContextFactory,class,10,13,3,10,12,1,0,23,0,0.3809524,0.5,0.5,3,2,2,0,0,1,4,0,0,0,7,5,0,5,0,2,1,0,5,54,2,0,6,0,4,17,1,11,3,11,2,0,0,0,39,1,2
/home/mohit/projects/cloudstack-main/plugins/network-elements/cisco-vnmc/src/main/java/com/cloud/network/cisco/CiscoVnmcControllerVO.java,com.cloud.network.cisco.CiscoVnmcControllerVO,class,6,13,7,6,9,1,0,2,16,0.7592592,0.2777778,0.7777778,9,0,9,0,0,0,9,0,0,0,6,0,0,6,0,0,0,0,2,40,6,0,0,0,0,7,0,7,0,6,0,0,0,0,23,1,0
/home/mohit/projects/cloudstack-main/api/src/main/java/com/cloud/network/Network.java,com.cloud.network.Network$Capability,innerclass,2,2,0,2,6,1,0,5,0,0.9609375,0.6666667,1.0,4,1,4,0,0,0,4,0,0,0,32,31,30,2,0,0,31,0,0,52,4,1,0,0,0,31,0,32,0,32,2,0,0,0,73,9,0
/home/mohit/projects/cloudstack-main/api/src/main/java/org/apache/cloudstack/api/command/user/affinitygroup/CreateAffinityGroupCmd.java,org.apache.cloudstack.api.command.user.affinitygroup.CreateAffinityGroupCmd,class,12,13,1,12,21,2,0,18,79,0.8877551,0.06593407,0.0989011,14,0,14,0,0,0,14,0,0,0,7,1,1,6,0,0,1,0,0,74,14,0,6,0,0,12,0,6,2,12,1,0,0,0,58,1,0
/home/mohit/projects/cloudstack-main/engine/storage/src/test/java/org/apache/cloudstack/storage/BaseTypeTest.java,org.apache.cloudstack.storage.BaseTypeTest$TestType,innerclass,1,1,0,1,2,2,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0
/home/mohit/projects/cloudstack-main/plugins/user-authenticators/ldap/src/main/java/org/apache/cloudstack/api/command/LdapCreateAccountCmd.java,org.apache.cloudstack.api.command.LdapCreateAccountCmd,class,19,22,3,19,25,2,0,33,58,0.8816567,0.083333336,0.11111111,13,0,7,4,0,2,9,0,0,0,13,2,1,12,0,0,2,0,1,113,12,0,10,2,0,25,1,18,5,25,2,0,0,0,118,1,0
/home/mohit/projects/cloudstack-main/engine/schema/src/main/java/com/cloud/upgrade/dao/Upgrade440to441.java,com.cloud.upgrade.dao.Upgrade440to441,class,2,3,1,2,8,1,0,3,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,29,5,0,2,0,0,7,0,4,2,4,1,0,0,0,35,1,0
